customerid,tgt,trips,amount_of_yen,quantity,purchase_period,purchase_recency,purchase_amount_per_trips,regularity,trips_cancellation,trips_cat85099,trips_cat85123,trips_cat22423,trips_cat47566,trips_cat84879,trips_cat20725,trips_cat22720,trips_catpost,trips_cat23203,trips_cat22383,mode_category
16670,0,9,2090.5,1383,167,3,232.277777777778,18.5555555555556,0,2,2,0,2,0,1,2,0,0,0,85099
16672,0,15,4968.69,1835,102,2,331.246,6.8,0,0,0,1,0,0,0,0,0,0,0,22467
16676,1,4,1065.1,407,132,42,266.275,33,0,0,0,1,0,0,0,1,0,0,0,22636
16678,0,6,1264.15,799,84,35,210.691666666667,14,0,0,0,0,1,0,0,0,0,0,0,84978
16684,0,12,21201.06,16416,137,10,1766.755,11.4166666666667,0,1,0,3,0,0,0,0,0,1,0,72351
16686,0,4,850.19,706,111,32,212.5475,27.75,0,0,0,0,0,0,1,0,0,0,0,84997
16700,0,10,2981.91,2315,144,10,298.191,14.4,0,4,1,0,0,1,4,4,0,2,0,85099
16701,0,9,2026.52,2028,167,2,225.168888888889,18.5555555555556,0,0,0,0,0,0,0,0,0,0,0,79163
16705,0,10,5463.06,2276,138,37,546.306,13.8,0,0,3,0,2,0,0,0,0,0,0,22467
16709,0,4,1984.59,521,82,37,496.1475,20.5,0,0,0,2,0,2,0,1,0,0,0,84879
16710,0,4,1112.67,850,69,45,278.1675,17.25,0,0,0,1,0,0,1,0,0,0,2,22999
16712,0,5,1598.15,673,97,16,319.63,19.4,0,0,0,0,1,0,3,0,0,1,0,23049
16713,0,9,2342.21,1205,131,10,260.245555555556,14.5555555555556,0,0,0,5,0,0,1,0,0,0,1,22423
16714,1,4,911.529999999999,608,98,56,227.8825,24.5,0,0,1,0,0,1,0,1,0,0,0,22437
16719,0,4,531,404,102,73,132.75,25.5,0,0,2,0,0,0,0,0,0,0,0,22467
16722,0,5,1452.29,1529,104,21,290.458,20.8,0,0,0,0,0,0,2,0,0,0,3,21495
16725,1,5,447.87,158,37,140,89.574,7.4,0,1,0,0,0,0,0,0,0,0,0,21531
16729,0,14,3487.29,2615,64,14,249.092142857143,4.57142857142857,0,0,5,0,4,7,7,0,0,0,4,22659
16745,0,13,4640.58,4483,149,0,356.967692307692,11.4615384615385,0,5,0,0,0,0,1,3,0,2,4,21977
16746,0,7,2577.54,1324,133,32,368.22,19,0,3,0,2,0,0,2,1,0,1,3,15056
16767,0,4,3048.24,2370,133,20,762.06,33.25,0,0,0,1,0,0,0,0,0,0,0,23182
16775,0,4,574.25,125,167,1,143.5625,41.75,0,0,1,0,2,0,0,0,0,0,0,82486
16779,0,13,4297.39,2568,173,1,330.568461538461,13.3076923076923,0,5,0,0,0,0,0,0,0,0,0,85099
16782,0,7,763.16,256,115,42,109.022857142857,16.4285714285714,0,1,4,0,0,0,1,0,0,0,1,85123
16791,0,4,576.15,268,118,51,144.0375,29.5,0,0,2,3,1,2,0,0,0,0,0,72802
16801,1,5,867.830000000001,313,110,1,173.566,22,0,0,0,0,0,0,0,2,0,0,0,85036
16814,0,13,4188.22,1718,162,14,322.170769230769,12.4615384615385,0,0,0,0,0,4,0,4,0,0,0,22771
16817,1,8,696.83,326,98,13,87.10375,12.25,0,0,0,0,0,0,0,0,0,0,0,85194
16818,0,6,1161.57,665,22,21,193.595,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,85039
16837,0,9,1811.49,706,53,30,201.276666666667,5.88888888888889,0,0,0,4,2,1,0,0,0,0,0,22501
16839,0,18,7125.93,3944,164,10,395.885,9.11111111111111,0,5,0,3,2,0,1,3,1,2,0,85099
16841,0,4,1243.24,1204,117,8,310.81,29.25,0,0,0,0,0,0,0,0,0,0,0,84596
16843,0,9,5729.17,4161,150,14,636.574444444444,16.6666666666667,0,2,0,0,0,0,0,2,0,2,0,84997
16871,0,5,1986.97,858,72,36,397.394,14.4,0,0,1,1,0,0,0,1,0,0,0,72807
16873,0,4,1059.76,552,54,29,264.94,13.5,0,0,0,0,0,0,2,0,0,0,0,82482
16875,0,5,758.29,376,98,79,151.658,19.6,0,1,0,0,0,0,1,2,0,0,0,84970
16904,0,7,1732.94,812,162,0,247.562857142858,23.1428571428571,0,2,2,1,1,0,3,0,0,2,0,82613
16912,0,7,1131.45,463,123,38,161.635714285714,17.5714285714286,0,0,0,1,1,0,0,0,1,1,0,84988
16919,0,8,1840.7,1029,70,16,230.0875,8.75,0,0,0,0,2,0,0,0,0,0,0,84596
16923,0,17,2886.19,1343,161,11,169.775882352941,9.47058823529412,0,0,2,2,0,0,0,1,0,0,4,22698
16928,0,9,1275.86,932,158,2,141.762222222222,17.5555555555556,0,0,0,1,0,0,0,0,0,0,0,22771
16931,0,8,1722.68,1241,146,11,215.335,18.25,0,0,5,0,1,1,0,1,0,0,0,85040
16938,1,4,1577.5,810,129,17,394.375,32.25,0,0,2,0,1,0,0,1,0,0,0,84997
16942,0,6,1051.42,404,51,14,175.236666666667,8.5,0,3,1,0,0,2,2,0,0,1,2,85099
16945,0,9,1813.91,1272,140,2,201.545555555556,15.5555555555556,0,5,0,0,0,0,1,0,0,2,0,85099
16949,1,5,768.75,385,137,17,153.75,27.4,0,0,0,0,1,0,0,0,0,0,0,22656
16966,1,6,1480.56,1318,76,1,246.76,12.6666666666667,0,0,0,0,0,0,0,0,0,0,0,21890
16983,0,4,710.68,414,139,18,177.67,34.75,0,0,0,0,0,0,0,0,0,0,0,22570
16985,0,6,1979.54,712,101,49,329.923333333333,16.8333333333333,0,0,3,2,1,3,0,0,0,1,0,85123
16998,0,4,279.6,72,104,37,69.9,26,0,0,0,0,0,0,0,0,0,0,0,22371
17001,0,5,1812.43,938,145,11,362.486,29,0,5,0,0,0,0,0,0,0,2,0,85099
17017,0,13,3019.49,2274,126,0,232.268461538462,9.69230769230769,0,0,0,0,0,0,0,0,0,0,0,22197
17027,0,5,614.180000000001,282,137,17,122.836,27.4,0,0,0,0,0,1,0,2,0,0,0,85049
17048,0,4,739.32,414,53,115,184.83,13.25,0,0,1,0,0,0,0,1,0,0,0,85118
17050,0,5,2660.59,1353,112,25,532.118,22.4,0,0,0,0,4,0,0,4,0,0,0,85049
17061,0,9,3806.03,1176,63,6,422.892222222222,7,0,0,0,4,4,0,0,0,0,0,0,47566
17063,0,5,661.92,308,126,1,132.384,25.2,0,2,0,0,0,0,1,0,0,1,0,85099
17068,0,9,2351.4,1043,141,27,261.266666666667,15.6666666666667,0,7,0,0,3,0,2,0,0,1,5,85099
17071,0,6,1025.32,494,122,25,170.886666666667,20.3333333333333,0,0,2,0,3,0,0,0,0,1,0,82486
17075,1,4,675.72,238,64,91,168.93,16,0,2,1,0,0,0,0,0,0,0,0,84997
17091,0,5,1676.01,909,139,23,335.202,27.8,0,2,0,0,2,0,2,0,0,1,2,85099
17095,1,4,325.85,232,36,136,81.4625,9,0,0,0,0,0,0,0,0,0,0,0,21466
17114,0,7,430.19,128,168,4,61.4557142857143,24,0,0,1,1,0,0,0,0,0,0,0,82482
17115,1,4,582.22,256,54,17,145.555,13.5,0,1,1,3,2,0,1,1,0,0,0,22423
17139,0,8,5566.07,2488,117,9,695.75875,14.625,0,2,1,4,0,3,3,1,0,1,3,22423
17147,0,4,938.16,513,105,44,234.54,26.25,0,0,0,3,0,0,0,0,0,0,0,84279
17152,1,4,1503.5,477,68,32,375.875,17,0,0,0,0,0,0,0,0,0,0,0,47590
17162,0,9,1157.03,688,120,23,128.558888888889,13.3333333333333,0,0,0,0,0,1,0,1,0,0,0,48187
17180,1,5,549.21,526,74,79,109.842,14.8,0,0,0,1,0,0,0,0,0,0,0,37446
17188,1,5,1212.3,780,175,2,242.46,35,0,0,0,1,1,0,0,0,0,0,0,85059
17204,1,8,1420.61,609,94,7,177.57625,11.75,0,0,0,0,1,1,1,0,0,0,1,47590
17211,1,4,667.63,279,83,18,166.9075,20.75,0,0,1,1,1,0,0,0,0,0,2,84507
17213,0,4,306.75,101,75,101,76.6875,18.75,0,0,2,0,0,0,0,0,0,0,0,85123
17220,0,4,1147.28,615,106,44,286.82,26.5,0,0,0,0,0,0,0,1,0,0,1,84997
17230,1,4,868.9,294,72,102,217.225,18,0,0,2,1,0,0,0,0,0,0,0,82483
17231,0,6,1481.54,798,134,28,246.923333333334,22.3333333333333,0,0,0,0,0,1,0,1,0,0,0,85049
17236,1,4,571.45,333,139,17,142.8625,34.75,0,0,0,0,0,2,0,0,0,0,0,21754
17238,0,7,1178.1,556,137,22,168.3,19.5714285714286,0,2,0,0,1,0,0,0,0,0,0,84997
17243,0,11,2411.95,872,156,16,219.268181818182,14.1818181818182,0,0,4,1,0,0,0,0,0,0,0,82494
17284,0,5,1210.27,1050,169,4,242.054,33.8,0,0,0,0,0,0,0,0,0,0,0,84997
17288,1,4,530.14,506,119,45,132.535,29.75,0,0,0,0,0,0,0,0,0,0,0,21915
17306,0,12,4120.06,5211,151,9,343.338333333333,12.5833333333333,0,0,0,0,0,0,0,0,0,0,0,22988
17314,0,6,1293.6,881,143,7,215.6,23.8333333333333,0,0,0,0,0,0,0,0,0,0,0,90201
17315,0,21,2779.08,1798,148,29,132.337142857143,7.04761904761905,0,3,3,1,3,1,0,1,0,0,0,85099
17323,0,4,427.69,419,125,4,106.9225,31.25,0,0,0,0,0,0,0,0,0,1,0,85049
17337,0,5,1920.32,1216,99,49,384.064000000001,19.8,0,0,2,1,0,0,2,0,0,0,1,47503
17338,0,4,2875.65,1259,126,43,718.9125,31.5,0,1,4,0,0,0,0,0,0,0,0,72807
17346,0,5,864.35,731,119,16,172.87,23.8,0,4,2,0,0,1,1,0,0,1,3,85099
17364,0,6,2076.4,1226,126,42,346.066666666667,21,0,0,0,3,1,0,0,0,0,0,0,22699
17365,0,5,2371.01,2562,162,7,474.202,32.4,0,0,0,1,1,0,1,0,0,0,0,84997
17368,0,6,1051.72,577,163,11,175.286666666667,27.1666666666667,0,0,0,0,0,0,0,0,0,0,0,51014
17372,1,4,690.35,359,150,4,172.5875,37.5,0,0,1,1,0,0,0,2,0,0,0,84596
17377,0,5,945.61,471,129,11,189.122,25.8,0,1,3,0,1,0,0,0,0,0,0,22900
17381,0,15,10728.25,14371,153,17,715.216666666667,10.2,0,0,0,0,0,0,0,0,0,0,0,21703
17389,0,22,5356.05,1325,175,1,243.456818181818,7.95454545454545,0,2,0,0,0,0,0,0,0,0,0,85066
17402,0,4,702.34,154,162,4,175.585,40.5,0,0,0,0,0,0,0,0,0,0,0,22619
17404,0,5,9839.32,10754,104,49,1967.864,20.8,0,0,0,0,0,0,0,2,0,0,0,85178
17406,1,4,1226.62,514,2,168,306.655,0.5,0,0,1,0,0,1,0,1,0,0,0,22655
17416,0,5,4340.75,2615,105,14,868.15,21,0,1,0,1,1,0,1,0,0,1,1,85132
17419,0,6,1660.78,768,75,87,276.796666666667,12.5,0,0,0,0,2,1,0,1,0,0,0,84509
17422,0,5,927.96,1016,115,18,185.592,23,0,0,0,0,0,1,0,0,0,0,0,90201
17428,0,19,7605.53999999999,5085,168,9,400.291578947368,8.8421052631579,0,1,0,2,0,0,1,0,0,1,0,22892
17442,0,4,1056.41,704,126,2,264.1025,31.5,0,0,0,0,0,0,0,2,0,0,0,23233
17450,0,16,57433.5,22240,161,9,3589.59375,10.0625,0,0,2,0,0,0,0,1,2,0,0,POST
17457,0,4,1397.64,672,134,42,349.41,33.5,0,0,0,0,0,0,0,0,0,0,0,21609
17460,0,4,382.33,150,92,63,95.5825,23,0,0,3,0,0,0,0,0,0,0,0,85123
17463,1,4,1230.59,720,141,10,307.6475,35.25,0,0,0,0,0,2,0,0,0,1,0,72802
17504,1,10,2745.28,1456,116,44,274.528,11.6,0,0,0,1,0,0,0,1,0,0,0,22722
17511,0,21,33233.2,21350,161,15,1582.53333333333,7.66666666666667,0,8,6,4,4,1,2,1,1,1,2,85099
17512,0,7,1297.47,1241,101,38,185.352857142857,14.4285714285714,0,0,1,0,0,0,0,0,0,0,0,84755
17530,0,5,1067.22,602,90,44,213.444,18,0,0,0,0,0,0,0,0,0,1,1,85049
17567,0,4,1346.12,763,63,71,336.53,15.75,0,1,0,0,1,1,1,3,0,0,0,22720
17576,0,10,1369.74,921,142,21,136.974,14.2,0,0,0,2,2,0,0,1,0,0,0,21781
17581,0,13,3738.31,1782,153,15,287.562307692308,11.7692307692308,0,4,0,0,1,0,2,1,0,2,1,85099
17591,0,5,1232.02,691,116,41,246.404,23.2,0,0,0,0,0,0,0,0,0,0,0,82583
17611,0,7,1887.53,1333,154,7,269.647142857143,22,0,1,1,0,0,0,0,0,0,0,0,90200
17612,0,4,632.62,472,91,44,158.155,22.75,0,1,0,0,0,0,1,0,0,1,0,84663
17613,0,9,2827.41,1610,135,7,314.156666666667,15,0,0,7,0,0,4,0,0,0,0,2,85123
17629,0,4,446.48,511,160,9,111.62,40,0,0,0,0,1,0,0,0,0,1,0,84380
17634,0,5,1814.67,457,124,50,362.934000000001,24.8,0,0,2,2,0,0,0,1,0,0,0,47590
17644,0,8,863.21,490,143,16,107.90125,17.875,0,1,0,0,2,0,0,0,0,1,0,22558
17648,1,4,1099.44,288,87,0,274.86,21.75,0,0,0,1,0,0,0,1,0,0,0,82484
17652,0,6,2345.09,1251,112,7,390.848333333333,18.6666666666667,0,4,4,0,3,0,2,1,0,2,0,47590
17659,0,5,752.32,476,129,7,150.464,25.8,0,0,1,0,0,0,0,0,0,0,0,21700
17663,0,4,782.86,344,88,36,195.715,22,0,0,3,2,0,1,0,0,0,0,0,85123
17669,0,4,2064.72,1192,79,8,516.18,19.75,0,1,1,0,0,0,0,0,0,1,1,85099
17673,1,4,1209.77,1087,157,0,302.4425,39.25,0,0,0,0,0,0,0,0,0,0,0,22149
17675,0,18,7711.1,2935,175,0,428.394444444445,9.72222222222222,0,3,8,0,10,5,1,5,0,0,0,47566
17677,0,16,5667.03,3352,151,9,354.189375,9.4375,0,4,0,0,0,0,1,0,0,2,0,85099
17686,0,4,3036.75,1223,102,38,759.1875,25.5,0,2,1,1,1,0,1,1,0,2,1,85099
17690,0,6,2376.03,797,139,24,396.005,23.1666666666667,0,0,0,1,0,1,0,1,0,1,0,22625
17696,0,4,646.29,454,157,17,161.5725,39.25,0,0,0,0,0,0,0,0,0,0,0,84971
17719,0,7,2279.7,1410,93,0,325.671428571429,13.2857142857143,0,0,0,0,0,0,0,2,0,0,0,22192
17723,0,4,1823.9,442,41,10,455.975,10.25,0,0,0,0,4,0,0,0,0,0,0,47566
17725,0,8,1512.16,938,90,14,189.02,11.25,0,0,0,0,0,0,0,0,0,0,0,85159
17730,0,7,2367.36,1654,162,1,338.194285714286,23.1428571428571,0,0,0,0,0,0,0,0,0,0,0,21519
17735,0,10,6368.44,4242,151,3,636.844,15.1,0,4,0,2,3,0,5,0,0,2,9,22383
17744,1,4,880.12,1106,79,88,220.03,19.75,0,0,0,0,0,0,0,0,0,0,0,85019
17757,0,14,2222.36,1255,171,1,158.74,12.2142857142857,0,1,0,0,3,0,0,0,0,0,0,22682
17770,1,5,1143.27,365,83,36,228.654,16.6,0,0,0,0,0,0,0,0,0,0,0,85114
17790,0,4,497.46,197,103,36,124.365,25.75,0,0,4,0,0,0,0,0,0,0,0,85123
17799,0,8,1890.93,962,158,1,236.36625,19.75,0,2,3,2,0,0,1,0,0,0,2,85099
17809,0,5,1488.14,295,133,6,297.628,26.6,0,0,0,0,0,0,0,0,0,0,0,22988
17811,0,23,4172.58999999999,1915,167,4,181.416956521739,7.26086956521739,0,2,0,0,2,0,0,1,0,0,0,21975
17819,0,5,2444.55,713,114,20,488.91,22.8,0,0,0,4,2,0,0,0,0,0,0,22423
17841,0,69,12035.3800000001,6296,177,0,174.42579710145,2.56521739130435,0,19,6,1,9,0,11,4,0,2,13,79321
17848,0,4,435.63,263,161,7,108.9075,40.25,0,0,0,0,0,1,0,0,0,0,0,21084
17849,1,4,605.8,114,115,56,151.45,28.75,0,0,0,0,0,0,0,0,0,0,0,48194
17856,1,5,1118.39,561,48,71,223.678,9.6,0,0,0,0,0,0,0,0,0,0,0,22800
17857,0,10,8302.08,3606,123,10,830.208,12.3,0,0,0,0,0,0,0,0,0,0,0,22536
17858,0,5,1547.35,645,152,6,309.47,30.4,0,0,0,1,0,0,0,0,0,0,0,84792
17865,0,10,2954.3,1921,119,14,295.43,11.9,0,0,0,4,0,0,0,0,0,0,0,21908
17873,0,4,1277.17,750,96,22,319.2925,24,0,0,0,0,0,0,0,0,0,0,0,82600
17874,1,7,658.26,209,70,23,94.0371428571429,10,0,1,0,2,0,0,0,0,0,0,0,22900
17900,1,4,15,1,25,2,3.75,6.25,0,0,0,0,0,0,0,0,0,0,0,46000
17940,0,11,1554.58,8203,138,2,141.325454545455,12.5454545454545,0,0,0,0,0,0,0,0,1,0,0,22616
17949,0,22,27692.78,10961,175,0,1258.76272727273,7.95454545454545,0,0,0,3,0,0,0,0,0,0,0,22197
17954,0,9,1513.02,1591,166,0,168.113333333333,18.4444444444444,0,4,1,0,1,0,4,0,0,0,3,85099
17955,1,4,557.3,273,20,36,139.325,5,0,0,0,0,0,0,0,0,0,0,0,23054
17961,0,22,398.7,211,159,7,18.1227272727273,7.22727272727273,0,1,0,0,0,0,0,0,0,0,2,20728
17965,0,5,1313.29,723,167,2,262.658,33.4,0,0,1,0,0,0,0,0,0,0,0,22461
17975,0,6,2064.43,689,146,30,344.071666666667,24.3333333333333,0,0,1,0,0,2,0,0,0,0,0,82486
17979,1,4,484.64,274,90,6,121.16,22.5,0,1,0,1,0,0,0,0,0,0,0,22439
17994,0,4,533.98,366,100,27,133.495,25,0,0,0,0,0,0,1,0,0,0,1,84997
18008,0,7,2065.41,1517,115,41,295.058571428571,16.4285714285714,0,0,0,0,0,0,0,0,0,0,0,22659
18037,0,4,29.52,12,97,63,7.38,24.25,0,0,0,0,0,0,0,0,0,0,0,22664
18041,0,12,2079.47,2115,154,21,173.289166666667,12.8333333333333,0,1,0,0,0,0,0,1,0,0,0,22367
18044,0,6,1031.28,598,117,4,171.88,19.5,0,0,0,0,0,0,0,0,0,0,0,85175
18055,0,4,1579.36,562,107,41,394.84,26.75,0,0,1,3,1,2,0,1,0,0,0,22423
18061,0,5,933.21,483,140,20,186.642,28,0,0,0,0,0,0,0,0,0,0,0,21116
18065,0,6,1067.13,407,104,21,177.855,17.3333333333333,0,0,2,0,0,0,0,0,0,0,0,15056
18069,0,4,988.92,633,147,18,247.23,36.75,0,1,3,0,2,0,2,0,0,0,1,85123
18073,0,8,1368.2,1068,31,3,171.025,3.875,0,0,0,0,0,0,0,0,0,0,0,84946
18075,0,8,1309.8,670,154,1,163.725,19.25,0,0,5,0,0,3,0,1,0,0,0,85123
18092,0,4,1817.4,1512,145,22,454.35,36.25,0,0,0,2,0,0,0,0,0,0,0,79000
18102,0,17,78608.73,17325,126,16,4624.04294117647,7.41176470588235,0,0,0,0,0,0,0,0,0,0,0,22189
18109,0,15,2574.69,1726,165,11,171.646,11,0,0,7,0,0,0,0,3,0,0,0,85066
18116,1,4,588.9,381,61,72,147.225,15.25,0,0,3,0,0,0,0,0,0,0,0,84596
18118,0,20,3277.02,1730,156,6,163.851,7.8,0,7,6,0,4,0,4,2,0,0,4,85099
18125,1,4,943.489999999999,694,114,39,235.8725,28.5,0,0,2,1,0,0,0,0,0,0,0,85040
18144,0,5,1103,464,106,50,220.6,21.2,0,0,1,0,1,2,0,0,0,0,0,84879
18168,1,5,708.6,386,126,14,141.72,25.2,0,0,0,0,1,0,1,0,0,0,0,22649
18171,0,4,666.57,217,171,0,166.6425,42.75,0,0,0,0,2,2,0,0,0,0,0,85180
18172,0,9,3664.06,1403,127,4,407.117777777778,14.1111111111111,0,0,3,0,1,2,0,0,0,0,0,85123
18177,0,5,686.4,358,51,42,137.28,10.2,0,2,0,0,0,0,1,0,0,1,1,85099
18179,1,4,1103.16,729,83,90,275.79,20.75,0,0,0,0,1,0,0,0,0,0,1,84992
18183,1,6,600.52,362,56,56,100.086666666667,9.33333333333333,0,2,1,0,1,0,0,3,0,0,0,21937
18198,0,14,3786.91,3113,171,3,270.493571428572,12.2142857142857,0,0,1,0,0,0,1,0,0,0,1,22178
18218,1,4,626.38,546,75,44,156.595,18.75,0,1,0,0,0,0,0,0,0,0,2,85194
18219,0,5,791.22,379,127,6,158.244,25.4,0,0,2,1,0,3,0,0,0,0,0,84879
18223,0,15,2564.99,1141,157,7,170.999333333333,10.4666666666667,0,7,0,1,2,2,0,3,1,0,0,85099
18225,0,6,1571.17,906,108,34,261.861666666667,18,0,3,3,0,1,0,1,0,0,1,0,85099
18226,0,7,2596.09,1842,152,23,370.87,21.7142857142857,0,3,2,0,5,0,3,1,0,0,3,47566
18229,0,8,2967.04,868,158,9,370.88,19.75,0,0,0,0,0,0,1,0,0,0,1,22193
18230,0,4,1643.28,806,128,11,410.82,32,0,0,0,0,0,0,0,0,0,0,0,82001
18231,1,6,2066.17,808,96,30,344.361666666667,16,0,0,2,1,2,0,0,1,0,0,0,47566
18239,1,4,1123.51,587,103,56,280.8775,25.75,0,0,2,1,0,1,0,0,0,0,0,22178
18245,0,4,881.059999999999,719,100,49,220.265,25,0,0,1,0,1,0,0,1,0,0,0,84970
18257,0,8,863.35,377,127,6,107.91875,15.875,0,1,0,0,0,0,0,1,1,1,0,22993
18260,1,7,2364.3,1411,161,10,337.757142857143,23,0,0,1,3,2,4,0,0,0,0,0,47590
18283,0,7,842.580000000001,545,168,7,120.368571428572,24,0,6,3,0,0,0,4,1,0,2,6,85099
