customerid,trips,amount_of_yen,quantity,purchase_period,purchase_recency,purchase_amount_per_trips,regularity,trips_cancellation,trips_cat85099,trips_cat85123,trips_cat22423,trips_cat47566,trips_cat84879,mode_category,tgt
17063,5,661.9200000000001,308,126,1,132.38400000000001,25.2,0,2,0,0,0,0,85099,0
17068,9,2351.4000000000005,1043,141,27,261.2666666666667,15.666666666666666,0,7,0,0,3,0,85099,0
17071,6,1025.32,494,122,25,170.88666666666666,20.333333333333332,0,0,2,0,3,0,82486,0
17075,4,675.7199999999998,238,64,91,168.92999999999995,16,0,2,1,0,0,0,84997,1
17091,5,1676.0099999999986,909,139,23,335.2019999999997,27.8,0,2,0,0,2,0,85099,0
17095,4,325.85,232,36,136,81.4625,9,0,0,0,0,0,0,21466,1
17114,7,430.18999999999977,128,168,4,61.45571428571425,24,0,0,1,1,0,0,82482,0
17115,4,582.22,256,54,17,145.555,13.5,0,1,1,3,2,0,22423,1
17139,8,5566.070000000002,2488,117,9,695.7587500000003,14.625,0,2,1,4,0,3,22423,0
17147,4,938.1600000000002,513,105,44,234.54000000000005,26.25,0,0,0,3,0,0,84279,0
17152,4,1503.5,477,68,32,375.875,17,0,0,0,0,0,0,47590,1
17162,9,1157.0300000000002,688,120,23,128.5588888888889,13.333333333333334,0,0,0,0,0,1,48187,0
17180,5,549.2099999999998,526,74,79,109.84199999999996,14.8,0,0,0,1,0,0,37446,1
17188,5,1212.2999999999997,780,175,2,242.45999999999995,35,0,0,0,1,1,0,85059,1
17204,8,1420.6100000000001,609,94,7,177.57625000000002,11.75,0,0,0,0,1,1,47590,1
17211,4,667.6300000000002,279,83,18,166.90750000000006,20.75,0,0,1,1,1,0,84507,1
17213,4,306.75000000000006,101,75,101,76.68750000000001,18.75,0,0,2,0,0,0,85123,0
17220,4,1147.2799999999997,615,106,44,286.81999999999994,26.5,0,0,0,0,0,0,84997,0
17230,4,868.8999999999997,294,72,102,217.22499999999994,18,0,0,2,1,0,0,82483,1
17231,6,1481.5400000000016,798,134,28,246.9233333333336,22.333333333333332,0,0,0,0,0,1,85049,0
17236,4,571.4499999999999,333,139,17,142.86249999999998,34.75,0,0,0,0,0,2,21754,1
17238,7,1178.1,556,137,22,168.29999999999998,19.571428571428573,0,2,0,0,1,0,84997,0
17243,11,2411.9500000000003,872,156,16,219.26818181818183,14.181818181818182,0,0,4,1,0,0,82494,0
17284,5,1210.2699999999998,1050,169,4,242.05399999999995,33.8,0,0,0,0,0,0,84997,0
17288,4,530.14,506,119,45,132.535,29.75,0,0,0,0,0,0,21915,1
17306,12,4120.0599999999995,5211,151,9,343.3383333333333,12.583333333333334,0,0,0,0,0,0,22988,0
17314,6,1293.6000000000001,881,143,7,215.60000000000002,23.833333333333332,0,0,0,0,0,0,90201,0
17315,21,2779.079999999999,1798,148,29,132.33714285714282,7.0476190476190474,0,3,3,1,3,1,85099,0
17323,4,427.6899999999998,419,125,4,106.92249999999996,31.25,0,0,0,0,0,0,85049,0
17337,5,1920.3200000000018,1216,99,49,384.06400000000036,19.8,0,0,2,1,0,0,47503,0
17338,4,2875.650000000002,1259,126,43,718.9125000000005,31.5,0,1,4,0,0,0,72807,0
17346,5,864.3499999999998,731,119,16,172.86999999999995,23.8,0,4,2,0,0,1,85099,0
17364,6,2076.4,1226,126,42,346.06666666666666,21,0,0,0,3,1,0,22699,0
17365,5,2371.0099999999998,2562,162,7,474.20199999999994,32.4,0,0,0,1,1,0,84997,0
17368,6,1051.7199999999996,577,163,11,175.2866666666666,27.166666666666668,0,0,0,0,0,0,51014,0
17372,4,690.3499999999998,359,150,4,172.58749999999995,37.5,0,0,1,1,0,0,84596,1
17377,5,945.6099999999999,471,129,11,189.12199999999999,25.8,0,1,3,0,1,0,22900,0
17381,15,10728.249999999998,14371,153,17,715.2166666666666,10.2,0,0,0,0,0,0,21703,0
17389,22,5356.049999999998,1325,175,1,243.4568181818181,7.954545454545454,0,2,0,0,0,0,85066,0
17402,4,702.3399999999999,154,162,4,175.58499999999998,40.5,0,0,0,0,0,0,22619,0
17404,5,9839.32,10754,104,49,1967.864,20.8,0,0,0,0,0,0,85178,0
17406,4,1226.6199999999997,514,2,168,306.6549999999999,0.5,0,0,1,0,0,1,22655,1
17416,5,4340.750000000001,2615,105,14,868.1500000000002,21,0,1,0,1,1,0,85132,0
17419,6,1660.7800000000007,768,75,87,276.7966666666668,12.5,0,0,0,0,2,1,84509,0
17422,5,927.9599999999999,1016,115,18,185.59199999999998,23,0,0,0,0,0,1,90201,0
17428,19,7605.54,5085,168,9,400.2915789473684,8.842105263157896,0,1,0,2,0,0,22892,0
17442,4,1056.4099999999999,704,126,2,264.10249999999996,31.5,0,0,0,0,0,0,23233,0
17450,16,57433.500000000015,22240,161,9,3589.593750000001,10.0625,0,0,2,0,0,0,POST,0
17457,4,1397.6399999999999,672,134,42,349.40999999999997,33.5,0,0,0,0,0,0,21609,0
17460,4,382.33,150,92,63,95.5825,23,0,0,3,0,0,0,85123,0
17463,4,1230.5899999999997,720,141,10,307.6474999999999,35.25,0,0,0,0,0,2,72802,1
17504,10,2745.2799999999993,1456,116,44,274.5279999999999,11.6,0,0,0,1,0,0,22722,1
17511,21,33233.19999999999,21350,161,15,1582.5333333333328,7.666666666666667,0,8,6,4,4,1,85099,0
17512,7,1297.4700000000005,1241,101,38,185.3528571428572,14.428571428571429,0,0,1,0,0,0,84755,0
17530,5,1067.2199999999996,602,90,44,213.4439999999999,18,0,0,0,0,0,0,85049,0
17567,4,1346.12,763,63,71,336.53,15.75,0,1,0,0,1,1,22720,0
17576,10,1369.7400000000005,921,142,21,136.97400000000005,14.2,0,0,0,2,2,0,21781,0
17581,13,3738.3100000000013,1782,153,15,287.5623076923078,11.76923076923077,0,4,0,0,1,0,85099,0
17591,5,1232.0200000000002,691,116,41,246.40400000000005,23.2,0,0,0,0,0,0,82583,0
17611,7,1887.530000000001,1333,154,7,269.647142857143,22,0,1,1,0,0,0,90200,0
17612,4,632.62,472,91,44,158.155,22.75,0,1,0,0,0,0,84663,0
17613,9,2827.4100000000035,1610,135,7,314.15666666666704,15,0,0,7,0,0,4,85123,0
17629,4,446.48000000000013,511,160,9,111.62000000000003,40,0,0,0,0,1,0,84380,0
17634,5,1814.6700000000014,457,124,50,362.9340000000003,24.8,0,0,2,2,0,0,47590,0
17644,8,863.2099999999999,490,143,16,107.90124999999999,17.875,0,1,0,0,2,0,22558,0
17648,4,1099.4400000000003,288,87,0,274.86000000000007,21.75,0,0,0,1,0,0,82484,1
17652,6,2345.089999999999,1251,112,7,390.84833333333313,18.666666666666668,0,4,4,0,3,0,47590,0
17659,5,752.3199999999999,476,129,7,150.464,25.8,0,0,1,0,0,0,21700,0
17663,4,782.8599999999999,344,88,36,195.71499999999997,22,0,0,3,2,0,1,85123,0
17669,4,2064.7200000000003,1192,79,8,516.1800000000001,19.75,0,1,1,0,0,0,85099,0
17673,4,1209.7699999999995,1087,157,0,302.4424999999999,39.25,0,0,0,0,0,0,22149,1
17675,18,7711.100000000003,2935,175,0,428.3944444444446,9.722222222222221,0,3,8,0,10,5,47566,0
17677,16,5667.03,3352,151,9,354.189375,9.4375,0,4,0,0,0,0,85099,0
17686,4,3036.750000000001,1223,102,38,759.1875000000002,25.5,0,2,1,1,1,0,85099,0
17690,6,2376.0300000000007,797,139,24,396.0050000000001,23.166666666666668,0,0,0,1,0,1,22625,0
17696,4,646.2900000000003,454,157,17,161.57250000000008,39.25,0,0,0,0,0,0,84971,0
17719,7,2279.7000000000007,1410,93,0,325.6714285714287,13.285714285714286,0,0,0,0,0,0,22192,0
17723,4,1823.9000000000003,442,41,10,455.9750000000001,10.25,0,0,0,0,4,0,47566,0
17725,8,1512.1599999999999,938,90,14,189.01999999999998,11.25,0,0,0,0,0,0,85159,0
17730,7,2367.3599999999997,1654,162,1,338.1942857142857,23.142857142857142,0,0,0,0,0,0,21519,0
17735,10,6368.440000000002,4242,151,3,636.8440000000003,15.1,0,4,0,2,3,0,22383,0
17744,4,880.1199999999998,1106,79,88,220.02999999999994,19.75,0,0,0,0,0,0,85019,1
17757,14,2222.3600000000015,1255,171,1,158.7400000000001,12.214285714285714,0,1,0,0,3,0,22682,0
17770,5,1143.27,365,83,36,228.654,16.6,0,0,0,0,0,0,85114,1
17790,4,497.46,197,103,36,124.365,25.75,0,0,4,0,0,0,85123,0
17799,8,1890.9300000000005,962,158,1,236.36625000000006,19.75,0,2,3,2,0,0,85099,0
17809,5,1488.14,295,133,6,297.62800000000004,26.6,0,0,0,0,0,0,22988,0
17811,23,4172.590000000001,1915,167,4,181.41695652173917,7.260869565217392,0,2,0,0,2,0,21975,0
17819,5,2444.55,713,114,20,488.91,22.8,0,0,0,4,2,0,22423,0
17841,69,12035.380000000016,6296,177,0,174.4257971014495,2.5652173913043477,0,19,6,1,9,0,79321,0
17848,4,435.62999999999994,263,161,7,108.90749999999998,40.25,0,0,0,0,0,1,21084,0
17849,4,605.8,114,115,56,151.45,28.75,0,0,0,0,0,0,48194,1
17856,5,1118.3899999999999,561,48,71,223.67799999999997,9.6,0,0,0,0,0,0,22800,1
17857,10,8302.079999999998,3606,123,10,830.2079999999999,12.3,0,0,0,0,0,0,22536,0
17858,5,1547.35,645,152,6,309.46999999999997,30.4,0,0,0,1,0,0,84792,0
17865,10,2954.2999999999975,1921,119,14,295.4299999999997,11.9,0,0,0,4,0,0,21908,0
17873,4,1277.17,750,96,22,319.2925,24,0,0,0,0,0,0,82600,0
17874,7,658.2599999999998,209,70,23,94.03714285714283,10,0,1,0,2,0,0,22900,1
17900,4,15.000000000000007,1,25,2,3.7500000000000018,6.25,0,0,0,0,0,0,46000,1
17940,11,1554.58,8203,138,2,141.32545454545453,12.545454545454545,0,0,0,0,0,0,22616,0
17949,22,27692.780000000006,10961,175,0,1258.7627272727275,7.954545454545454,0,0,0,3,0,0,22197,0
17954,9,1513.0200000000025,1591,166,0,168.1133333333336,18.444444444444443,0,4,1,0,1,0,85099,0
17955,4,557.3,273,20,36,139.325,5,0,0,0,0,0,0,23054,1
17961,22,398.69999999999993,211,159,7,18.12272727272727,7.2272727272727275,0,1,0,0,0,0,20728,0
17965,5,1313.29,723,167,2,262.658,33.4,0,0,1,0,0,0,22461,0
17975,6,2064.43,689,146,30,344.07166666666666,24.333333333333332,0,0,1,0,0,2,82486,0
17979,4,484.6399999999999,274,90,6,121.15999999999997,22.5,0,1,0,1,0,0,22439,1
17994,4,533.98,366,100,27,133.495,25,0,0,0,0,0,0,84997,0
18008,7,2065.4100000000003,1517,115,41,295.0585714285715,16.428571428571427,0,0,0,0,0,0,22659,0
18037,4,29.52,12,97,63,7.38,24.25,0,0,0,0,0,0,22664,0
18041,12,2079.4700000000007,2115,154,21,173.28916666666672,12.833333333333334,0,1,0,0,0,0,22367,0
18044,6,1031.28,598,117,4,171.88,19.5,0,0,0,0,0,0,85175,0
18055,4,1579.3600000000008,562,107,41,394.8400000000002,26.75,0,0,1,3,1,2,22423,0
18061,5,933.21,483,140,20,186.642,28,0,0,0,0,0,0,21116,0
18065,6,1067.13,407,104,21,177.85500000000002,17.333333333333332,0,0,2,0,0,0,15056,0
18069,4,988.92,633,147,18,247.23,36.75,0,1,3,0,2,0,85123,0
18073,8,1368.1999999999998,1068,31,3,171.02499999999998,3.875,0,0,0,0,0,0,84946,0
18075,8,1309.8000000000002,670,154,1,163.72500000000002,19.25,0,0,5,0,0,3,85123,0
18092,4,1817.4000000000003,1512,145,22,454.3500000000001,36.25,0,0,0,2,0,0,79000,0
18102,17,78608.73,17325,126,16,4624.042941176471,7.411764705882353,0,0,0,0,0,0,22189,0
18109,15,2574.6899999999987,1726,165,11,171.6459999999999,11,0,0,7,0,0,0,85066,0
18116,4,588.8999999999999,381,61,72,147.22499999999997,15.25,0,0,3,0,0,0,84596,1
18118,20,3277.019999999994,1730,156,6,163.85099999999971,7.8,0,7,6,0,4,0,85099,0
18125,4,943.4899999999994,694,114,39,235.87249999999986,28.5,0,0,2,1,0,0,85040,1
18144,5,1103,464,106,50,220.6,21.2,0,0,1,0,1,2,84879,0
18168,5,708.5999999999998,386,126,14,141.71999999999997,25.2,0,0,0,0,1,0,22649,1
18171,4,666.57,217,171,0,166.6425,42.75,0,0,0,0,2,2,85180,0
18172,9,3664.06,1403,127,4,407.11777777777775,14.11111111111111,0,0,3,0,1,2,85123,0
18177,5,686.3999999999997,358,51,42,137.27999999999994,10.2,0,2,0,0,0,0,85099,0
18179,4,1103.1599999999999,729,83,90,275.78999999999996,20.75,0,0,0,0,1,0,84992,1
18183,6,600.5200000000001,362,56,56,100.08666666666669,9.333333333333334,0,2,1,0,1,0,21937,1
18198,14,3786.9100000000026,3113,171,3,270.4935714285716,12.214285714285714,0,0,1,0,0,0,22178,0
18218,4,626.3800000000001,546,75,44,156.59500000000003,18.75,0,1,0,0,0,0,85194,1
18219,5,791.2199999999998,379,127,6,158.24399999999997,25.4,0,0,2,1,0,3,84879,0
18223,15,2564.990000000003,1141,157,7,170.99933333333354,10.466666666666667,0,7,0,1,2,2,85099,0
18225,6,1571.17,906,108,34,261.8616666666667,18,0,3,3,0,1,0,85099,0
18226,7,2596.09,1842,152,23,370.87,21.714285714285715,0,3,2,0,5,0,47566,0
18229,8,2967.040000000001,868,158,9,370.8800000000001,19.75,0,0,0,0,0,0,22193,0
18230,4,1643.28,806,128,11,410.82,32,0,0,0,0,0,0,82001,0
18231,6,2066.17,808,96,30,344.3616666666667,16,0,0,2,1,2,0,47566,1
18239,4,1123.5100000000002,587,103,56,280.87750000000005,25.75,0,0,2,1,0,1,22178,1
18245,4,881.0599999999995,719,100,49,220.26499999999987,25,0,0,1,0,1,0,84970,0
18257,8,863.3499999999998,377,127,6,107.91874999999997,15.875,0,1,0,0,0,0,22993,0
18260,7,2364.2999999999997,1411,161,10,337.7571428571428,23,0,0,1,3,2,4,47590,1
18283,7,842.5799999999996,545,168,7,120.36857142857137,24,0,6,3,0,0,0,85099,0
